,Gene,PCA_feat
1496,2042,"[0.6196466079204195, -0.1835566029222242, -0.3511763261575733, -0.4104801045961948, -0.09612910212347672]"
1497,2043,"[0.8978026656265117, 0.7429455387002498, -0.18078049181318154, -0.1844694236711535, -0.15875925553355016]"
1498,2044,"[0.5954870115467835, -0.20968671346852258, -0.21238601269800725, -0.4039546558077804, -0.13926294058559208]"
1499,2045,"[0.822446786652405, 0.6712221295393456, 0.08869687058173585, -0.17546949856896382, 0.03216184511212169]"
1500,2046,"[0.5356953928586742, -0.26715376453183404, 0.009741511971775951, -0.3962510887540664, -0.0045676858425541715]"
1501,2047,"[0.9004595537163493, 0.7457784675790513, -0.2133966895296066, -0.1866556263954725, -0.12382649821274912]"
1502,2048,"[0.9099255171310751, 0.7596661712500103, -0.30988361949571186, -0.19186228450882825, -0.018490978262220566]"
1503,2049,"[0.6759111297373143, 0.17310210492917308, 0.034125043484249815, -0.29402034891272827, -0.037021317135631275]"
1504,2050,"[0.621318359726417, -0.17373925427045997, -0.3299464337507243, -0.40638765162195883, -0.11464117152002068]"
1505,2051,"[0.5798862745560814, -0.2240745301682132, -0.16506939172819518, -0.40269127757023954, -0.08305020044596137]"
1506,2052,"[-0.29304986755698365, 0.03991795213890374, -0.5744764612769537, -0.022015773998527197, -0.23439332657293713]"
1507,2053,"[0.8348807508214803, -0.5132858260511022, -0.29111914154755003, 0.5722752992763913, -0.06753860644382788]"
1508,2054,"[0.6015683721202969, -0.27277780304245663, -0.11413407608410764, -0.5113171476186322, -0.07981045251288003]"
1509,2055,"[-0.3916891595253926, -0.05477788533902871, -0.1654109071830804, -0.005698213356728161, -0.08629125931557155]"
1510,2056,"[-0.27459735388552126, 0.06801636973661375, -0.6782811621800818, -0.02483058146033416, -0.1723266152603714]"
1511,2057,"[0.5794709975029686, -0.20998554619880339, -0.3130210506473387, -0.3338402033196804, -0.09168315483677986]"
1512,2058,"[0.805937941259798, -0.5424111966390914, -0.16162083073004063, 0.5775327178060196, -0.0460728201514839]"
1513,2059,"[0.7994620650007315, 0.6371785180162312, 0.013794277248681559, -0.11106275159341246, -0.013825499361769833]"
1514,2060,"[0.51779020593384, -0.29457467873456966, 0.12084826074556941, -0.4023830200761281, 0.05612004396465282]"
1515,2063,"[0.5879518760221789, 0.12069565896058715, 0.12019043552038611, -0.1780477666692094, 0.06556966033330167]"
1516,2064,"[0.6798952707888316, -0.11862146246644968, -0.6195641892367229, -0.4202752060050453, -0.12543924384121874]"
1517,2065,"[0.6468805912286582, -0.15679716804364718, -0.4625231979306315, -0.41470156404685665, -0.13732157013054158]"
1518,2066,"[0.9045951206177071, 0.751833463779916, -0.2556149958388751, -0.18893877614504526, -0.07774428928292318]"
1519,2067,"[0.8826096656746333, -0.4653218066480847, -0.5035831194346947, 0.5636808498025649, -0.1051087492084997]"
1520,2068,"[0.8841891004511029, -0.4631412587335758, -0.5203925679047876, 0.5627190862316992, -0.0868443134153059]"
1521,2069,"[0.5915442633795647, -0.21346263283099134, -0.3398148164042991, -0.36436868397473154, -0.14884241678584867]"
1522,2070,"[-0.3354919394845851, 0.030025961750966973, -0.3373174879784635, -0.0023345741133354117, -0.1526733391063645]"
1523,2071,"[0.8788820655225508, -0.47046838293660453, -0.4639129431420988, 0.5659504906039369, -0.14821286585407717]"
1524,2072,"[0.8811565090587927, -0.4673281868660486, -0.48811849661598067, 0.5645656030117062, -0.12191205766767292]"
1525,2073,"[-0.31691978230597345, 0.01770303988827487, -0.49742698300914395, -0.019740595777551405, -0.15733673869425488]"
1526,2074,"[-0.30140044763359447, 0.031937953753086695, -0.5440878221925352, -0.020981981239653117, -0.21428660432359753]"
1527,2077,"[0.8586069945054821, 0.7204074423440048, 0.00450618671651853, -0.17171495704035977, 0.017606154150266982]"
1528,2078,"[0.8917753475508945, 0.7375898848081748, -0.18541387063813747, -0.18517704033075189, 3.5176198644755284e-05]"
1529,2079,"[0.7121484826372014, 0.5081340521150398, 0.4987009070265165, -0.17446942490798947, 0.1452203329670822]"
1530,2081,"[0.8908057635051346, 0.7314162615504726, -0.19295370120185068, -0.1879472056528719, -0.09569346790946723]"
1531,2086,"[-0.39371782504767666, -0.059560662554612516, -0.15411990522966465, -0.005811753728015084, -0.09976195140264034]"
1532,2090,"[-0.4686541473252638, -0.13789657084957982, 0.2293945979392114, 0.01114090071103547, -0.14039885964348042]"
1533,2091,"[1.083391210422274, 0.3828842765958462, -0.06189860430152045, 0.7973442979017136, 0.0189175286584767]"
1534,2096,"[-0.41866178177627594, -0.08325844228374585, -0.06564002598052715, -0.0028826000861415235, -0.035125189324048615]"
1535,2098,"[0.821204694838978, -0.5285247074431073, -0.20559204116872967, 0.5764453306702249, -0.10594494934921056]"
1536,2099,"[0.876047568222996, 0.766127347473509, -0.4118284387673386, -0.08009383079458933, -0.0324020215548425]"
1537,2100,"[0.6128610426729619, -0.1500092856513552, -0.5622717869572128, -0.3026616712555675, -0.15196076769983305]"
1538,2101,"[0.6970478110888509, 0.32376896843596803, -0.1448013247430264, -0.15637038236493317, -0.027828623986131947]"
1539,2103,"[0.6179933516744512, -0.06551744914676971, -0.37053067845969323, -0.2662111411426376, -0.21005389950873948]"
1540,2104,"[0.568665574049934, -0.14978612982814044, -0.24131014088263236, -0.2733815894157817, -0.15369252669460007]"
1541,2107,"[0.7727221920898355, 0.6313000957808853, 0.4757575200343623, -0.17509442481808027, 0.19555243591707222]"
1542,2108,"[0.8554280515267495, -0.49048211091456145, -0.38283518786658416, 0.5690796553260536, -0.074546240169905]"
1543,2109,"[0.8058522123736078, -0.5333091049850311, -0.11279498686352064, 0.5838598271572761, -0.09353147085380693]"
1544,2110,"[0.7879732027111113, -0.5601157419291872, -0.08739602162697274, 0.5803696865372205, -0.020470935272436333]"
1545,2112,"[-0.48843600398094406, -0.1543739303015026, 0.2613983181699295, 0.010820299567548609, -0.01299926268157177]"
1546,2113,"[0.8306011092902797, 0.558678542613044, -0.18105763253362847, -0.2253093742830294, 0.04128951007232711]"
1547,2114,"[0.8944771369348695, 0.7606709056156841, -0.11361217563256581, -0.17365308482049552, -0.06624253705026237]"
1548,2115,"[0.7856870800514545, 0.6154867885843192, 0.21394879175165685, -0.17597671341232304, 0.14829240465892696]"
1549,2116,"[0.4927666623402298, -0.2890991107470816, 0.2646196694023777, -0.3773126723115179, 0.09966863362583506]"
1550,2117,"[0.832954254297818, 0.6845418156653876, 0.1193096169344496, -0.16950284112998099, -0.004119929246521995]"
1551,2118,"[0.5803792713852658, -0.20045351019471, -0.13529872517444846, -0.39377559683161567, 0.05047966834524413]"
1552,2119,"[0.8776563480228327, 0.745257259462952, -0.04988875076314369, -0.17119860427000955, -0.02745723122299946]"
1553,2120,"[0.8765811785816104, 0.7290216675329969, -0.11509983417599673, -0.18058273881483405, 0.034449764026258066]"
1554,2121,"[-0.3545290663350219, -0.019838465465137223, -0.33417815018414715, -0.01325703849752655, -0.1194171199827071]"
1555,2122,"[-0.06733541958392614, 0.919148022457758, -0.2599294269285951, 0.2072552680320692, -0.07757354297470545]"
1556,2123,"[0.46287488336107374, -0.33239224758336866, 0.1950557840275652, -0.31504149334260084, -0.001960909114047142]"
1557,2124,"[-0.44400932323247505, -0.06860336825475692, 0.15037952853977068, 0.020135915823723167, -0.03314909868250127]"
1558,2125,"[0.5268402175482148, -0.27159081991834255, -0.06310793654488206, -0.34449790861345403, 0.041514699709649674]"
1559,2128,"[-0.4598720932141839, -0.12577129458125771, 0.13593442574122278, 0.005793853975524336, -0.038848454083091705]"
1560,2130,"[0.8810414078231069, 0.7434639986414014, -0.015001943048116428, -0.19451336807256103, 0.13870519582149368]"
1561,2131,"[1.1115176891477605, 0.4132758083682215, -0.17229729594843382, 0.7940424635084188, -0.020507917222681315]"
1562,2132,"[0.8343753192527966, -0.5139836462170975, -0.28574012936554216, 0.5725830523714556, -0.07338323036731016]"
1563,2133,"[-0.4724112374097211, -0.13944119508082498, 0.20935846710518513, 0.009271161308892894, -0.06410450426880793]"
1564,2134,"[0.7123123817434843, -0.6358093463153333, 0.2438082794209889, 0.5936060847960266, 0.050254256114520245]"
1565,2135,"[-0.4505299014442025, -0.11632457281132404, 0.09550014048511608, 0.004222740489906815, -0.047980723706148636]"
1566,2137,"[-0.3232314135582419, 0.009002860358359682, -0.4301836271384418, -0.015888019178985968, -0.2303922873683077]"
1567,2138,"[-0.08202801652182568, 0.8687256312903504, -0.26017057171520414, 0.19569184294244255, -0.09559427556475844]"
1568,2139,"[-0.35702224975227437, 0.04200951705515517, -0.20116693842163053, 0.013125125729963924, -0.07007397551676713]"
1569,2140,"[-0.20875985904569105, 0.7761233086878913, 0.34854657794370003, 0.2307298293514261, 0.06694731295900927]"
1570,2145,"[0.5390348761566401, -0.19672727390780836, -0.1378342749363582, -0.2790527720753254, -0.10870214982492749]"
1571,2146,"[0.8610900029730582, 0.7523399631610935, -0.3205752553620135, -0.07945732182789988, -0.01728066059346962]"
1572,2147,"[0.8928999068872853, -0.4541382027151123, -0.5498587128654709, 0.5619938874872993, -0.10897584408695334]"
1573,2149,"[0.6286763237801964, -0.19049068848368575, -0.4876673754887282, -0.3791790077124996, -0.12823239569966968]"
1574,2150,"[0.6082933704735752, -0.21607323365888023, -0.41331948851811173, -0.3781289639071532, -0.1041766331217299]"
1575,2151,"[0.5590785814231232, -0.26616154435645883, -0.18542068139988085, -0.3686793422858369, -0.08342155395892037]"
1576,2152,"[0.620730511155806, -0.16251961680550114, -0.4897337872809198, -0.33922206648588027, -0.11201007585084491]"
1577,2153,"[0.8828623417168181, -0.46497303979207055, -0.5062726617160704, 0.5635269373228172, -0.1021864515257702]"
1578,2155,"[0.8232928451310342, -0.5256345043278112, -0.2277775113626277, 0.5751787831307242, -0.08183470973895095]"
1579,2157,"[1.1109253659685216, 0.41395040031461855, -0.15823850036032283, 0.7954187510543527, -0.03487830067660006]"
1580,2158,"[1.1393703045113206, 0.44114102728592003, -0.28892009622591897, 0.789615599315628, -0.05581508935517266]"
1581,2159,"[0.8635528557291258, -0.48443949499597727, -0.4192686980398839, 0.5670770003226872, -0.08907105497551637]"
1582,2160,"[0.8413991394596708, -0.5078354329818373, -0.30200886329521953, 0.5723571096770992, -0.10883209113507193]"
1583,2161,"[0.8160761294771832, -0.5320565042342565, -0.20949470631213668, 0.5755170966050496, -0.0485787896614206]"
1584,2162,"[0.850463277718804, -0.4989636368097817, -0.33845234516157313, 0.5709954566832691, -0.123757889311756]"
1585,2165,"[-0.37680855243035793, -0.04340673915707322, -0.2155730268835991, -0.00789945917891186, -0.14063910083602593]"
1586,2166,"[-0.3279424559242684, 0.00612723370988085, -0.440139818037747, -0.017186388718336075, -0.16505885392053282]"
1587,2167,"[-0.3009452294516542, 0.03259527305087435, -0.5487826510338301, -0.021239542601200402, -0.20916789997775476]"
1588,2168,"[-0.3306589068391569, 0.0023773288301384477, -0.411227405578286, -0.015531995434651611, -0.19647361992596382]"
1589,2169,"[-0.33858357325141036, -0.0022416921769464085, -0.3709620984688698, -0.012870432454537936, -0.18541628907242516]"
1590,2170,"[-0.21944678475803578, 0.40275393338018173, -0.3121441183439892, 0.08473183646385872, -0.15439243590772045]"
1591,2171,"[-0.31057913464531955, 0.05263399163175918, -0.4288808192011652, -0.005786948624087296, -0.21593613669007541]"
1592,2172,"[-0.41245889944732356, -0.07824278698491362, -0.07316751140673493, -0.0026080928164076245, -0.08007142441111174]"
1593,2173,"[-0.3541426733657483, -0.018867331980514088, -0.33601601679565574, -0.013194461684139678, -0.11715465731428534]"
1594,2175,"[-0.31729885623012366, 0.01717967387131393, -0.4933927240981446, -0.019509781180151356, -0.16172020672584098]"
1595,2176,"[-0.3014004476335245, 0.03193795375333873, -0.5440878221924715, -0.020981981239589907, -0.21428660432357244]"
1596,2177,"[-0.283606669416656, 0.04931306371843122, -0.6149542148422338, -0.023608254286464608, -0.2449356617635474]"
1597,2178,"[-0.3043062983852181, 0.027926860051651185, -0.5131581554072249, -0.01921205667765404, -0.2478930550768783]"
1598,2180,"[0.8161440323644129, -0.5311094714361275, -0.20578332635036012, 0.5760564465753469, -0.05209378446492847]"
1599,2181,"[0.8041296293494071, -0.5447142789498448, -0.14137025887498772, 0.578765502585966, -0.06795888123064751]"
1600,2182,"[1.1049735707726314, 0.395169497351222, -0.1497901060338769, 0.7918537690333113, -0.05046641750598173]"
1601,2184,"[-0.3642249812300951, -0.029582490624907032, -0.2910108914115416, -0.011510682539431995, -0.11179709710249577]"
1602,2185,"[0.8811591521108837, 0.6875206606733596, -0.2491822808435228, -0.202882467271557, -0.05314731918027801]"
1603,2186,"[-0.06239650562940964, 0.9224177237907132, -0.2540097365468413, 0.2082988059222019, -0.13713147779745527]"
1604,2187,"[-0.0575082689184187, 0.9271118312132468, -0.31671000419583256, 0.2039240213373451, -0.07025036916547137]"
1605,2188,"[-0.2042640808299865, 0.4287602425273573, -0.36856267439552337, 0.0855564868404228, -0.14234414456685202]"
1606,2189,"[-0.31261265822498907, 0.020100464526481964, -0.4847835277756774, -0.018312366891705116, -0.22420045356962937]"
1607,2191,"[0.8714791710529083, -0.477139963409175, -0.44360995060977815, 0.5664072475895366, -0.11714747323956391]"
1608,2192,"[-0.10837851272204828, 0.8244458933749095, -0.1766587216118597, 0.193258258044547, -0.08784016617129109]"
1609,2193,"[-0.4581768551725089, -0.11558837687235289, 0.15864552364374657, 0.01009872432028381, -0.058767841767576]"
1610,2194,"[1.1312463036793396, 0.4348146170580585, -0.2559999524170989, 0.7912537140244614, -0.036304237906140804]"
1611,2195,"[-0.3014636266206417, 0.03185072608471473, -0.5434154457070852, -0.020943512139805075, -0.21501718232875017]"
1612,2196,"[-0.41555505845482166, -0.08251834336491004, -0.040221417528642105, -0.0007234583082761507, -0.11586988629934496]"
1613,2197,"[-0.2180501052140842, 0.6720898846134203, 0.20626484842994217, 0.19388505429061093, 0.011954727957364764]"
1614,2199,"[0.5307620751226684, -0.24165097989477538, -0.1582126019276732, -0.2897312628405435, -0.15095276233608662]"
1615,2200,"[0.8496323860458329, 0.7271679275988836, -0.2664055819852938, -0.08483818558466708, -0.024100579739778277]"
1616,2201,"[0.8361643087994748, 0.7121224908898557, -0.18155444686816127, -0.08068839503190593, -0.06317067562715904]"
1617,2202,"[0.8222300988404656, 0.7031884454081043, -0.12970532607611085, -0.07185455992414469, -0.05943771142730986]"
1618,2203,"[0.8621649230246278, -0.4351044599095557, -0.29404756958373524, 0.5896982803050326, -0.09075295040081797]"
1619,2204,"[0.5360466870803173, -0.26117975914095015, -0.11711227683027776, -0.32764345661849104, -0.0926624984697153]"
1620,2205,"[0.48096557078668806, -0.2896914788982518, 0.012698089036494994, -0.28438127527136303, -0.016065388484794364]"
1621,2206,"[0.5265588709199703, -0.27072990715417194, -0.07462087404513687, -0.3259172330067292, -0.08570618545705393]"
1622,2207,"[-0.1859888254345602, 0.5786535196271946, -0.15008193649225512, 0.1395275943692638, -0.1485096535612587]"
1623,2208,"[0.5668848500029493, -0.2294376170669457, -0.2667818970094347, -0.33405496283615077, -0.09221095044613488]"
1624,2209,"[0.5639280587858885, -0.20741018129556557, -0.3374415669709745, -0.2979747709564129, -0.11930809931336972]"
1625,2210,"[0.5493976893891395, -0.22390190290786222, -0.24320361082928055, -0.2933344655391829, -0.16722380807820875]"
1626,2212,"[0.5750893432812264, -0.1956215241749361, -0.39811660675636995, -0.300768921925938, -0.10655043440413547]"
1627,2213,"[0.7027665676314768, 0.22759559869846316, -0.3178262775669631, -0.19735449577463288, -0.14727080867063916]"
1628,2214,"[0.6182883313451609, -0.15400426658031238, -0.5608278413322833, -0.30649796095613824, -0.19957749424355842]"
1629,2215,"[0.6170239018675568, -0.15575188231850173, -0.5473810854183674, -0.30572934723456385, -0.2141893596496063]"
1630,2217,"[-0.32659529930493486, 0.034642061211803764, -0.39289113564367745, -0.006333042545857413, -0.1492544809392939]"
1631,2218,"[-0.32579415351967655, 0.009093755923402799, -0.4630004210776501, -0.018494142056350648, -0.14021912383482793]"
1632,2219,"[0.5617326044087099, -0.2438874672928341, -0.19956460703121956, -0.3584800499310485, -0.14046121032071865]"
1633,2220,"[0.6259284988462389, -0.18038026277259672, -0.4687751077118863, -0.36889295743393824, -0.22402256297090917]"
1634,2221,"[-0.4846789138964869, -0.1528293060702574, 0.2814344490039558, 0.012690038969691207, -0.08929361805624438]"
1635,2222,"[-0.3487688255449939, -0.01543480442929729, -0.3369993541096925, -0.012713598901893877, -0.16947754073707358]"
1636,2224,"[0.8582629051391067, -0.4886148531777737, -0.3467155151184807, 0.5724268606747623, -0.16600679273138108]"
1637,2227,"[-0.4375246931207327, -0.08053437183854442, -0.33890218510823594, -0.024229922348644108, 0.6923896287912173]"
1638,2230,"[-0.3671391708966928, 0.02170238338950978, -0.1264401541300029, 0.01497108231892265, -0.15511490694193114]"
